21.40,0.67,1.06,23.45,0.80,1.34
20.47,0.56,0.94,23.09,0.75,1.36
20.75,0.53,1.02,23.48,0.72,2.28
9.36,0.14,0.95,19.30,0.67,2.26
22.87,0.40,0.99,25.12,0.70,1.39
15.78,0.69,0.96,17.72,0.80,4.19
16.18,0.74,0.94,23.87,0.95,1.37
12.56,0.52,0.94,13.60,0.63,1.42
